Titulo,Custo de Producao,Arrecadacao Bruta,Distribuidora,Genero,Diretor,Nota Rotten Tomatoes,Nota IMDB,Votos IMDB
Eraser,100000000.0,234400000.0,Warner Bros.,Action,Chuck Russell,34.0,5.9,37287.0
Eraserhead,100000.0,7000000.0,,,David Lynch,90.0,7.4,26595.0
Everything You Always Wanted to Know,2000000.0,18016290.0,MGM,Comedy,Woody Allen,,,
ET: The Extra-Terrestrial,10500000.0,792910554.0,Universal,Drama,Steven Spielberg,,7.9,105028.0
Excessive Force,13000000.0,1152117.0,,,,,4.7,537.0
Exorcist II: The Heretic,14000000.0,25011000.0,,Horror,John Boorman,,3.5,7849.0
Exotica,1500000.0,5046118.0,Miramax,Drama,Atom Egoyan,96.0,7.1,8402.0
Force 10 from Navarone,5000000.0,7100000.0,Sony/Columbia,Action,Guy Hamilton,64.0,6.0,5917.0
A Farewell To Arms,5000000.0,11000000.0,,,John Huston,,6.6,1655.0
Fatal Attraction,14000000.0,320100000.0,Paramount Pictures,Thriller/Suspense,Adrian Lyne,81.0,6.8,22328.0
Family Plot,3000000.0,13200000.0,Universal,,Alfred Hitchcock,95.0,6.8,7290.0
Fabled,400000.0,31425.0,Indican Pictures,Horror,Ari S. Kirschenbaum,,5.4,146.0
Fetching Cody,1500000.0,0.0,,Comedy,,,6.7,535.0
The French Connection,2200000.0,41158757.0,,,William Friedkin,98.0,7.9,33674.0
From Dusk Till Dawn,20000000.0,25728961.0,Miramax/Dimension,Horror,Robert Rodriguez,63.0,7.1,80234.0
Friday the 13th,550000.0,59754601.0,Paramount Pictures,Horror,,60.0,5.6,26798.0
Friday the 13th Part 3,2250000.0,36690067.0,Paramount Pictures,Horror,Steve Miner,14.0,5.5,13395.0
Friday the 13th Part IV: The Final Chapter,2600000.0,32980880.0,Paramount Pictures,Horror,,,,
Friday the 13th Part V: A New Beginning,2200000.0,21930418.0,Paramount Pictures,Horror,,,,
Friday the 13th Part VI: Jason Lives,3000000.0,19472057.0,Paramount Pictures,Horror,,,,
Friday the 13th Part VII: The New Blood,2800000.0,19170001.0,Paramount Pictures,Horror,,,4.6,8916.0
Friday the 13th Part VIII: Jason Takes Manhattan,5000000.0,14343976.0,Paramount Pictures,Horror,,,3.9,10113.0
Jason Goes to Hell: The Final Friday,3000000.0,15935068.0,New Line,Horror,,,4.1,8733.0
Per qualche dollaro in piË˜,600000.0,4300000.0,MGM,Western,Sergio Leone,,8.2,44204.0
Per un pugno di dollari,200000.0,3500000.0,United Artists,Western,Sergio Leone,,8.0,39929.0
The Fall of the Roman Empire,19000000.0,4750000.0,,,,100.0,6.6,3184.0
Friday the 13th Part 2,1250000.0,21722776.0,,Horror,Steve Miner,33.0,5.5,13395.0
Faithful,13000000.0,2104439.0,New Line,Black Comedy,Paul Mazursky,7.0,5.7,989.0
Fair Game,50000000.0,11497497.0,Warner Bros.,Action,,13.0,6.6,194.0
A Few Good Men,33000000.0,236500000.0,Sony Pictures,Drama,Rob Reiner,83.0,7.6,63541.0
The Fugitive,44000000.0,368900000.0,Warner Bros.,Thriller/Suspense,Andrew Davis,94.0,7.8,96914.0
From Here to Eternity,1650000.0,30500000.0,,,Fred Zinnemann,86.0,7.9,15115.0
First Morning,300000.0,87264.0,Illuminare,Drama,,,,
Shooting Fish,4000000.0,302204.0,Fox Searchlight,,,,6.4,4849.0
F.I.S.T,11000000.0,20388920.0,United Artists,Drama,Norman Jewison,,6.2,2737.0
Flashdance,7000000.0,201463574.0,Paramount Pictures,Drama,Adrian Lyne,29.0,5.6,12485.0
Fled,30000000.0,19892205.0,MGM,Action,,14.0,4.9,4215.0
Flash Gordon,35000000.0,27107960.0,Universal,Action,,81.0,6.2,14894.0
The Flintstones,45000000.0,358500000.0,Universal,Comedy,Brian Levant,20.0,4.6,26521.0
Flight of the Intruder,35000000.0,14471440.0,Paramount Pictures,Action,John Milius,,5.3,2592.0
Flatliners,26000000.0,61308153.0,Sony Pictures,Thriller/Suspense,Joel Schumacher,52.0,6.4,23295.0
The Flower of Evil,6000000.0,181798.0,,,,64.0,,
Funny Ha Ha,30000.0,77070.0,Goodbye Cruel Releasing,Comedy,,,6.1,1138.0
The Funeral,12500000.0,1412799.0,October Films,Drama,Abel Ferrara,83.0,6.4,4084.0
Fantasia,2280000.0,83320000.0,Walt Disney Pictures,Musical,,98.0,7.8,29914.0
Fantasia 2000 (IMAX),80000000.0,60507228.0,Walt Disney Pictures,Musical,,,,
The Fog,1000000.0,21378361.0,Avco Embassy,Horror,John Carpenter,69.0,3.3,15760.0
Forrest Gump,55000000.0,679400525.0,Paramount Pictures,Drama,Robert Zemeckis,70.0,8.6,300455.0
Fortress,12000000.0,46730578.0,Miramax,Action,,36.0,5.5,7026.0
Fiddler on the Roof,9000000.0,80500000.0,United Artists,Musical,Norman Jewison,88.0,7.7,14260.0
The Front Page,4000000.0,15000000.0,Universal,Comedy,Billy Wilder,67.0,7.2,3875.0
First Blood,14000000.0,125212904.0,Orion Pictures,Action,Ted Kotcheff,,7.4,56369.0
Friday,3500000.0,27936778.0,New Line,Comedy,F. Gary Gray,77.0,7.0,21623.0
Freeze Frame,2000000.0,91062.0,First Look,Thriller/Suspense,,83.0,6.3,1723.0
Firefox,21000000.0,45785720.0,Warner Bros.,Action,Clint Eastwood,42.0,5.6,9348.0
Fargo,7000000.0,51204567.0,Gramercy,Thriller/Suspense,Joel Coen,94.0,8.3,165159.0
First Knight,75000000.0,127361412.0,Sony Pictures,Drama,Jerry Zucker,45.0,5.6,20928.0
From Russia With Love,2000000.0,78900000.0,MGM,Action,,,7.5,32541.0
The Firm,42000000.0,270340892.0,Paramount Pictures,Thriller/Suspense,Sydney Pollack,76.0,5.5,957.0
Frenzy,3500000.0,12600000.0,Universal,,Alfred Hitchcock,87.0,7.5,13093.0
Footloose,8200000.0,80000000.0,Paramount Pictures,Musical,Herbert Ross,56.0,6.0,15626.0
Fast Times at Ridgemont High,4500000.0,27092880.0,Universal,Comedy,Amy Heckerling,80.0,7.2,31362.0
Fighting Tommy Riley,300000.0,10514.0,Freestyle Releasing,Drama,,,6.6,499.0
The First Wives Club,30000000.0,181489203.0,Paramount Pictures,Comedy,Hugh Wilson,41.0,5.6,14682.0
Flirting with Disaster,7000000.0,14853474.0,Miramax,Comedy,David O. Russell,86.0,6.7,8474.0
For Your Eyes Only,28000000.0,195300000.0,MGM,Action,John Glen,71.0,6.8,23527.0
Fiza,1000000.0,1179462.0,Video Sound,Drama,,,6.5,749.0
Grip: A Criminal's Story,12000.0,1336.0,JeTi Films,Action,,,,
The Ghost and the Darkness,55000000.0,38564422.0,Paramount Pictures,Action,Stephen Hopkins,51.0,6.6,19735.0
Gallipoli,3000000.0,5732587.0,,,Peter Weir,86.0,7.7,14139.0
Gabriela,50000.0,2335352.0,Power Point Films,Drama,,,5.5,1399.0
"Il buono, il brutto, il cattivo",1200000.0,6100000.0,United Artists,Western,Sergio Leone,,6.8,104.0
Graduation Day,250000.0,23894000.0,,Thriller/Suspense,,,3.0,836.0
The Godfather: Part II,13000000.0,57300000.0,Paramount Pictures,,Francis Ford Coppola,,9.0,245271.0
The Godfather: Part III,54000000.0,66520529.0,Paramount Pictures,Drama,Francis Ford Coppola,,7.6,82977.0
Goodfellas,25000000.0,46743809.0,Warner Bros.,Drama,Martin Scorsese,97.0,8.8,229156.0
The Godfather,7000000.0,268500000.0,Paramount Pictures,,Francis Ford Coppola,100.0,9.2,411088.0
God's Army,300000.0,2652515.0,Excel Entertainment,Drama,,50.0,6.8,638.0
The Great Escape,4000000.0,11744471.0,MGM,,John Sturges,91.0,8.4,62074.0
Gory Gory Hallelujah,425000.0,12604.0,Indican Pictures,Musical,Sue Corcoran,,5.2,134.0
Ghost,22000000.0,517600000.0,Paramount Pictures,Drama,Jerry Zucker,81.0,6.9,51125.0
Ghostbusters,30000000.0,291632124.0,Sony Pictures,Comedy,Ivan Reitman,,6.8,358.0
Girl 6,12000000.0,4880941.0,Fox Searchlight,Comedy,Spike Lee,34.0,4.9,3348.0
Goldeneye,60000000.0,356429941.0,MGM,Action,Martin Campbell,80.0,7.2,69199.0
The Glimmer Man,45000000.0,36404841.0,Warner Bros.,Action,,13.0,4.9,7230.0
Glory,18000000.0,26593580.0,Sony Pictures,Action,Edward Zwick,93.0,8.0,56427.0
The Gambler,3000000.0,101773.0,,Drama,,,6.1,199.0
Good Morning Vietnam,13000000.0,123922370.0,Walt Disney Pictures,Comedy,Barry Levinson,,7.2,32609.0
Gandhi,22000000.0,52767889.0,Sony Pictures,Drama,Sir Richard Attenborough,85.0,8.2,50881.0
A Guy Named Joe,2627000.0,5363000.0,MGM,Drama,,,6.9,869.0
Gentleman's Agreement,2000000.0,7800000.0,,,Elia Kazan,83.0,7.4,4637.0
Goodbye Bafana,30000000.0,2717302.0,Paramount Vantage,Drama,Bille August,,7.0,3631.0
Get on the Bus,2400000.0,5691854.0,Sony Pictures,Drama,Spike Lee,87.0,6.7,2701.0
The Golden Child,12000000.0,79817937.0,Paramount Pictures,Action,Michael Ritchie,26.0,5.4,14471.0
Good Dick,200000.0,28835.0,Present Pictures/Morning Knight,Drama,,,6.4,3004.0
Goldfinger,3000000.0,124900000.0,MGM,Action,Guy Hamilton,96.0,7.9,47095.0
Groundhog Day,14600000.0,70906973.0,Sony/Columbia,Comedy,Harold Ramis,96.0,8.2,134964.0
Gremlins,11000000.0,148168459.0,Warner Bros.,Comedy,Joe Dante,78.0,7.0,42163.0
Get Real,2000000.0,1152411.0,Paramount Pictures,Comedy,,,7.5,6026.0
Gremlins 2: The New Batch,50000000.0,41476097.0,Warner Bros.,Comedy,Joe Dante,,6.1,22712.0
The Greatest Story Ever Told,20000000.0,15473333.0,MGM,Drama,David Lean,39.0,6.3,3300.0
The Gospel of John,11000000.0,4068087.0,ThinkFilm,Drama,,,,
The Greatest Show on Earth,4000000.0,36000000.0,,,,41.0,6.8,4264.0
The First Great Train Robbery,6000000.0,391942.0,United Artists,Action,Michael Crichton,,6.9,5141.0
Get Shorty,30250000.0,115021008.0,MGM,Comedy,Barry Sonnenfeld,86.0,6.9,33364.0
Gettysburg,25000000.0,10731997.0,New Line,Drama,,87.0,7.6,11215.0
Guiana 1838,1000000.0,227241.0,RBC Radio,Drama,,,,
Gone with the Wind,3900000.0,390525192.0,MGM,Drama,George Cukor,97.0,8.2,78947.0
Happiness,3000000.0,5746453.0,Good Machine Releasing,Comedy,Todd Solondz,84.0,6.5,64.0
Harley Davidson and the Marlboro Man,23000000.0,7018525.0,MGM,Action,Simon Wincer,27.0,5.3,6995.0
Heavy Metal,9300000.0,19571091.0,Sony/Columbia,Adventure,,60.0,6.0,45.0
Hell's Angels,4000000.0,,,,,90.0,7.9,2050.0
Heartbeeps,10000000.0,6000000.0,Universal,Comedy,,,4.1,620.0
The Helix...  Loaded,1000000.0,3700.0,Romar,Comedy,,,1.5,486.0
Hang 'em High,1800000.0,6800000.0,United Artists,Western,,93.0,6.9,10292.0
Hellraiser,1000000.0,14564000.0,New World,Horror,,63.0,7.0,22442.0
Hero,42000000.0,66787173.0,Sony Pictures,Comedy,Stephen Frears,,6.4,323.0
Highlander III: The Sorcerer,26000000.0,13738574.0,Miramax,Action,,,3.8,7763.0
Highlander,16000000.0,12900000.0,20th Century Fox,Action,Russell Mulcahy,66.0,7.2,40802.0
How Green Was My Valley,1250000.0,0.0,20th Century Fox,,John Ford,88.0,7.9,7420.0
High Noon,730000.0,8000000.0,,,Fred Zinnemann,95.0,8.3,34163.0
History of the World: Part I,11000000.0,31672000.0,20th Century Fox,Comedy,Mel Brooks,,6.5,16691.0
"Hello, Dolly",24000000.0,33208099.0,,,,,4.4,254.0
Halloween II,2500000.0,25533818.0,Universal,Horror,Rick Rosenthal,27.0,4.9,12197.0
Halloween 3: Season of the Witch,2500000.0,14400000.0,Universal,Horror,,,3.8,12644.0
Halloween 4: The Return of Michael Myers,5000000.0,17768757.0,Universal,Horror,Dwight H. Little,23.0,5.6,11079.0
Halloween 5: The Revenge of Michael Myers,6000000.0,11642254.0,Galaxy International Releasing,Horror,,14.0,,
Halloween:  The Curse of Michael Myers,5000000.0,15126948.0,Miramax,Horror,,,4.4,8576.0
Halloween,325000.0,70000000.0,,Horror,John Carpenter,93.0,6.0,39866.0
Home Alone 2: Lost in New York,20000000.0,358994850.0,20th Century Fox,Comedy,Chris Columbus,21.0,5.8,51408.0
Home Alone,15000000.0,476684675.0,20th Century Fox,Comedy,Chris Columbus,47.0,7.0,79080.0
Home Movies,400000.0,89134.0,,,,,5.3,291.0
Hum to Mohabbt Karega,2000000.0,121807.0,,Drama,,,3.6,74.0
The Hotel New Hampshire,7500000.0,5142858.0,Orion Pictures,Drama,,69.0,5.8,4387.0
Henry V,9000000.0,10161099.0,Goldwyn Entertainment,Action,Kenneth Branagh,100.0,7.9,14499.0
Housefull,10100000.0,14883658.0,Eros Entertainment,,,,4.6,687.0
Hook,70000000.0,300854823.0,Sony Pictures,Adventure,Steven Spielberg,24.0,6.2,60159.0
House Party 2,5000000.0,19438638.0,New Line,Comedy,,25.0,4.3,1596.0
Hocus Pocus,28000000.0,39360491.0,Walt Disney Pictures,Comedy,,29.0,6.0,15893.0
The Howling,1000000.0,17985000.0,,,Joe Dante,60.0,6.5,8731.0
High Plains Drifter,15700000.0,15700000.0,Universal,Western,Clint Eastwood,,7.6,15718.0
Hoop Dreams,700000.0,11768371.0,Fine Line,Documentary,,98.0,8.0,9492.0
Happy Gilmore,10000000.0,38623460.0,Universal,Comedy,Dennis Dugan,58.0,6.9,54111.0
The Hudsucker Proxy,40000000.0,14938149.0,Warner Bros.,Comedy,Joel Coen,58.0,7.4,32344.0
A Hard Day's Night,560000.0,12299668.0,Universal,Comedy,,100.0,7.6,15291.0
Heroes,400000.0,655538.0,Eros Entertainment,Adventure,,,6.1,505.0
The Hunt for Red October,30000000.0,200500000.0,Paramount Pictures,Thriller/Suspense,John McTiernan,95.0,7.6,55202.0
Harper,3500000.0,12000000.0,,,,,7.0,2395.0
Harriet the Spy,13000000.0,26570048.0,Paramount Pictures,Adventure,,45.0,5.8,2963.0
Le hussard sur le toit,35000000.0,1320043.0,Miramax,Drama,,,6.9,3083.0
The Hustler,2000000.0,7600000.0,,,,97.0,8.1,25385.0
Hud,2500000.0,10000000.0,,,Martin Ritt,79.0,3.4,93.0
Hudson Hawk,65000000.0,17218916.0,Sony Pictures,Action,Michael Lehmann,20.0,5.3,21920.0
Heaven's Gate,44000000.0,3484331.0,,,Michael Cimino,,6.5,4649.0
Hav Plenty,650000.0,2301777.0,Miramax,Comedy,,,5.6,580.0
House of Wax,658000.0,23800000.0,,,,94.0,5.4,32159.0
Hawaii,15000000.0,34562222.0,MGM,,George Roy Hill,,6.4,1153.0
Howard the Duck,30000000.0,16295774.0,Universal,Action,,16.0,4.1,16051.0
High Anxiety,3400000.0,31063038.0,,,Mel Brooks,73.0,6.5,7025.0
Hybrid,200000.0,162605.0,Indican Pictures,Documentary,,,2.2,380.0
It's a Wonderful Life,3180000.0,6600000.0,,,Frank Capra,94.0,8.7,101499.0
The Ice Pirates,9000000.0,13075390.0,MGM/UA Classics,Comedy,,11.0,5.1,3600.0
Independence Day,75000000.0,817400878.0,20th Century Fox,Adventure,Roland Emmerich,61.0,6.5,149493.0
The Island of Dr. Moreau,40000000.0,27682712.0,New Line,Adventure,John Frankenheimer,23.0,4.1,13770.0
Iraq for Sale: The War Profiteers,775000.0,0.0,,Documentary,,100.0,7.8,854.0
In Her Line of Fire,1000000.0,884.0,Regent Releasing,Action,,,3.5,337.0
The Indian in the Cupboard,45000000.0,35627222.0,Paramount Pictures,Adventure,Frank Oz,68.0,5.7,4836.0
I Love You Ã– Don't Touch Me!,68000.0,33598.0,MGM,,,,5.6,298.0
Illuminata,10000000.0,836641.0,Artisan,Drama,,,6.1,1100.0
In Cold Blood,3500000.0,13000000.0,,,Richard Brooks,88.0,8.1,10562.0
In the Company of Men,25000.0,2883661.0,Sony Pictures Classics,Drama,Neil LaBute,89.0,7.2,7601.0
The Inkwell,8000000.0,8864699.0,Walt Disney Pictures,Comedy,,29.0,5.7,542.0
Invaders from Mars,12000000.0,4984663.0,Cannon,Horror,Tobe Hooper,27.0,5.0,1933.0
L'incomparable mademoiselle C.,3400000.0,493905.0,,,,,6.1,66.0
Intolerance,385907.0,,,,,96.0,,
The Island,22000000.0,15716828.0,Universal,Adventure,Michael Ritchie,,6.9,82601.0
Eye See You,55000000.0,1807990.0,,,,,5.1,397.0
In the Heat of the Night,2000000.0,24379978.0,MGM,,Norman Jewison,96.0,8.1,22429.0
Jack,45000000.0,58617334.0,Walt Disney Pictures,Drama,Francis Ford Coppola,17.0,5.3,17267.0
Jade,50000000.0,9812870.0,Paramount Pictures,Thriller/Suspense,William Friedkin,16.0,4.8,5279.0
Jingle All the Way,60000000.0,129832389.0,20th Century Fox,Comedy,Brian Levant,16.0,4.9,22928.0
Dr. No,1000000.0,59567035.0,MGM,Action,,,7.3,36019.0
The Jungle Book,27000000.0,44342956.0,Walt Disney Pictures,Adventure,Stephen Sommers,,5.8,5564.0
Judge Dredd,85000000.0,113487912.0,Walt Disney Pictures,Action,,15.0,4.9,30736.0
The Jerky Boys,4000000.0,7555256.0,Walt Disney Pictures,Comedy,,10.0,3.9,1481.0
Jefferson in Paris,14000000.0,2461628.0,Walt Disney Pictures,Drama,James Ivory,36.0,5.6,1464.0
JFK,40000000.0,205400000.0,Warner Bros.,Drama,Oliver Stone,83.0,8.0,59684.0
Journey from the Fall,1300000.0,635305.0,Imaginasian,Drama,,92.0,7.2,586.0
Jekyll and Hyde... Together Again,5000000.0,3707583.0,Universal,Comedy,,,5.5,486.0
Jumanji,65000000.0,262758310.0,Sony Pictures,Adventure,Joe Johnston,48.0,6.4,54973.0
The Juror,44000000.0,22730924.0,Sony Pictures,Thriller/Suspense,,16.0,5.3,6482.0
Jerusalema,2000000.0,7294.0,Anchor Bay Entertainment,,,,7.9,6777.0
Jurassic Park,63000000.0,923067947.0,Universal,Action,Steven Spielberg,87.0,7.9,151365.0
Johnny Suede,500000.0,55000.0,Miramax,Drama,,,5.8,1587.0
Jaws,12000000.0,470700000.0,Universal,Horror,Steven Spielberg,100.0,8.3,138017.0
Jaws 2,20000000.0,208900376.0,Universal,Horror,,56.0,5.6,18793.0
Jaws 4: The Revenge,23000000.0,15728335.0,Universal,Horror,,,2.6,15632.0
Kabhi Alvida Naa Kehna,10750000.0,32575443.0,Yash Raj Films,Drama,,67.0,5.6,4128.0
Kickboxer,1500000.0,14533681.0,Cannon,Action,Mark DiSalle,,5.5,11692.0
Kids,1500000.0,20412216.0,Shining Excalibur,Drama,,50.0,6.7,26122.0
Kingpin,25000000.0,32223424.0,MGM,Comedy,Bobby Farrelly,51.0,6.7,28404.0
Kindergarten Cop,26000000.0,202000000.0,Universal,Comedy,Ivan Reitman,50.0,5.8,40433.0
King Kong (1933),670000.0,10000000.0,,,,,,
King Kong,23000000.0,90614445.0,,,John Guillermin,46.0,7.6,132720.0
Kiss of Death,40000000.0,14942422.0,20th Century Fox,Drama,Barbet Schroeder,67.0,7.6,2374.0
The Kings of Appletown,7000000.0,0.0,,Action,,,,
Koltchak,20000000.0,38585047.0,,,,,,
Kingdom of the Spiders,500000.0,17000000.0,,,,44.0,5.7,1463.0
Keeping it Real: The Adventures of Greg Walloch,100000.0,1358.0,Avatar,,,,,
Akira,8000000.0,19585.0,,Action,,,7.9,39948.0
Krush Groove,3000000.0,11052713.0,Warner Bros.,Drama,,,5.8,588.0
Krrish,10000000.0,32430721.0,AdLab Films,Action,,100.0,6.1,2735.0
Kansas City,19000000.0,1353824.0,New Line,Drama,Robert Altman,58.0,6.0,2397.0
The Last Emperor,25000000.0,43984000.0,Sony/Columbia,Drama,Bernardo Bertolucci,91.0,7.9,24262.0
Last Action Hero,85000000.0,137298489.0,Sony Pictures,Action,John McTiernan,38.0,5.9,43171.0
Live and Let Die,7000000.0,161800000.0,MGM,Action,Guy Hamilton,64.0,6.8,24044.0
Lage Raho Munnabhai,2700000.0,31517561.0,Eros Entertainment,Comedy,,,7.8,5236.0
The Last Waltz,35000.0,321952.0,MGM,,,,8.0,6893.0
The Last Big Thing,1000000.0,22434.0,Stratosphere Entertainment,,,,6.0,139.0
The Land Before Time,12300000.0,81972846.0,Universal,Adventure,Don Bluth,71.0,6.9,14017.0
The Longest Day,10000000.0,50100000.0,20th Century Fox,Action,,92.0,7.8,17712.0
The Living Daylights,40000000.0,191200000.0,MGM,Action,John Glen,73.0,6.7,23735.0
Aladdin,28000000.0,504050219.0,Walt Disney Pictures,Comedy,,,7.8,69090.0
A Low Down Dirty Shame,10000000.0,29317886.0,Walt Disney Pictures,Action,Keenen Ivory Wayans,,5.4,1847.0
Love and Death on Long Island,4030000.0,2542264.0,Lionsgate,Drama,,,6.9,2506.0
Ladyhawke,20000000.0,18400000.0,Warner Bros.,Action,Richard Donner,63.0,6.7,15260.0
Nikita,7000000.0,5017971.0,Goldwyn Entertainment,Thriller/Suspense,Luc Besson,,7.5,24872.0
Lion of the Desert,35000000.0,1500000.0,United Film Distribution Co.,,,,7.8,2659.0
Legal Eagles,40000000.0,49851591.0,Universal,Comedy,Ivan Reitman,50.0,5.6,4471.0
Legend,25000000.0,15502112.0,Universal,Adventure,Ridley Scott,,6.1,20734.0
The Last House on the Left,87000.0,3100000.0,,,,63.0,6.7,22141.0
Lifeforce,25000000.0,11603545.0,Sony/TriStar,Horror,Tobe Hooper,57.0,5.8,5727.0
Lady in White,4700000.0,1705139.0,New Century Vista Film Company,Horror,,73.0,6.6,2221.0
The Long Kiss Goodnight,65000000.0,33447612.0,New Line,Action,Renny Harlin,69.0,6.6,28257.0
Lake of Fire,6000000.0,25317.0,ThinkFilm,Documentary,,,8.4,1027.0
Elling,2100000.0,313436.0,,,,,7.5,7114.0
Lolita (1962),2000000.0,9250000.0,,Drama,Stanley Kubrick,,,
Elmer Gantry,3000000.0,10400000.0,,,Richard Brooks,96.0,7.8,4185.0
El Mariachi,7000.0,2040920.0,Sony/Columbia,Action,Robert Rodriguez,,7.0,19668.0
Last Man Standing,67000000.0,18115927.0,New Line,Action,Walter Hill,,,
Aliens,17000000.0,183316455.0,20th Century Fox,Action,James Cameron,100.0,7.5,84.0
AlienÂ³,55000000.0,158500000.0,20th Century Fox,Action,David Fincher,37.0,6.3,78860.0
The Lion King,79300000.0,783839505.0,Walt Disney Pictures,Adventure,Rob Minkoff,92.0,8.2,136503.0
Love and Death,3000000.0,20123742.0,MGM,Comedy,Woody Allen,100.0,7.6,12111.0
Love and Other Catastrophes,250000.0,743216.0,Fox Searchlight,Comedy,,,5.7,1406.0
Love Letters,550000.0,5269990.0,New World,Thriller/Suspense,,,7.3,477.0
The Legend of the Lone Ranger,18000000.0,13400000.0,Universal,Western,,,4.6,755.0
The Last of the Mohicans,40000000.0,72455275.0,20th Century Fox,Action,Michael Mann,97.0,7.8,45410.0
Love Me Tender,1000000.0,9000000.0,,,,38.0,5.9,1301.0
The Long Riders,10000000.0,15198912.0,United Artists,Action,Walter Hill,79.0,7.1,3791.0
Losin' It,7000000.0,1246141.0,,,,,4.6,1668.0
The Loss of Sexual Innocence,4000000.0,399793.0,Sony Pictures,,Mike Figgis,45.0,4.9,2263.0
Legends of the Fall,30000000.0,66502573.0,Sony Pictures,Drama,Edward Zwick,63.0,7.1,39815.0
A League of Their Own,40000000.0,132440066.0,Sony Pictures,Comedy,Penny Marshall,81.0,6.9,33426.0
Loaded Weapon 1,13000000.0,27979399.0,New Line,Comedy,,,5.7,17637.0
The Lost Weekend,1250000.0,11000000.0,,,Billy Wilder,100.0,8.2,11864.0
Le petit Nicolas,30000000.0,52339566.0,,,,,6.9,1505.0
Logan's Run,7000000.0,25000000.0,,,,70.0,6.7,14947.0
Betty Fisher et autres histoires,7500000.0,206400.0,WellSpring,Drama,,,6.9,1054.0
Light Sleeper,5000000.0,1050861.0,,,,94.0,6.7,1986.0
Little Shop of Horrors,30000000.0,38747385.0,Warner Bros.,Musical,Frank Oz,91.0,6.6,21521.0
Lone Star,5000000.0,12961389.0,Sony Pictures Classics,Drama,John Sayles,92.0,7.6,14599.0
Latter Days,850000.0,833118.0,TLA Releasing,Drama,,,7.4,7157.0
Lethal Weapon,15000000.0,120192350.0,Warner Bros.,Action,Richard Donner,90.0,7.6,54994.0
Lethal Weapon 3,35000000.0,319700000.0,Warner Bros.,Action,Richard Donner,56.0,6.5,39735.0
The Last Time I Committed Suicide,4000000.0,12836.0,Roxie Releasing,,,,5.7,1181.0
Little Voice,6000000.0,4595000.0,Miramax,Musical,,83.0,6.9,8453.0
The Last Temptation of Christ,7000000.0,8373585.0,Universal,Drama,Martin Scorsese,83.0,7.5,20934.0
License to Kill,42000000.0,156167015.0,MGM,Action,John Glen,,6.5,24558.0
Cama adentro,800000.0,200433.0,Film Sales Company,Drama,,,7.2,466.0
Leaving Las Vegas,4000000.0,49800000.0,MGM,Drama,Mike Figgis,89.0,7.6,42131.0
The Lawnmower Man,10000000.0,32100816.0,New Line,Action,,47.0,5.1,12607.0
Lone Wolf McQuade,5000000.0,12232628.0,Orion Pictures,Action,,,5.8,2917.0
Little Women,15000000.0,50003303.0,Sony Pictures,Drama,,89.0,7.1,16514.0
Lawrence of Arabia,15000000.0,69995385.0,Sony Pictures,Adventure,David Lean,98.0,8.6,79421.0
Menace II Society,3500000.0,27731527.0,New Line,Action,Albert Hughes,85.0,7.4,14807.0
Much Ado About Nothing,8000000.0,22549338.0,Goldwyn Entertainment,Drama,Kenneth Branagh,90.0,7.4,22470.0
Major Dundee,3800000.0,14873.0,Sony Pictures,Western,,97.0,6.7,2588.0
The Magic Flute,27000000.0,0.0,Here Films,,Kenneth Branagh,,6.4,499.0
